Event,Date,White,Black,Result,Opening,ECO,WhiteElo,BlackElo,TimeControl,Termination,EndgameStartMove,PawnCount,RookCount,QueenCount,Winner,WhiteElo_normalized,BlackElo_normalized,WhiteElo_scaled,BlackElo_scaled,Result_encoded,BaseTime,TimeControlValidation,UniqueID
Blitz,2024.08.01,neno12345,seyyidsami,1/2-1/2,Scotch Variation Accepted,C47,1797,1792,180+0,Normal,104.0,2.0,1.0,0.0,Draw,0.5065264684554025,0.504713560551124,0.3452500008637538,0.3318972067757194,0.5,180.0,Correct,1488
Blitz,2024.08.01,grassmanniansecant,lAlilsl,1/2-1/2,Horwitz Defense,A40,1286,1303,300+3,Normal,110.0,0.0,2.0,0.0,Draw,0.3212472806381435,0.3274111675126904,-0.9592473351059762,-0.9155161545323962,0.5,300.0,Correct,1489
Rapid,2024.08.01,sjakkdilla,envar53,0-1,Old Sicilian,B30,1576,1581,600+0,Normal,102.0,3.0,1.0,0.0,Black,0.4263959390862943,0.4282088469905728,-0.2189259507004542,-0.2063527303122404,0.0,600.0,Correct,1490
Blitz,2024.08.01,VadymMaster,dehermes9,1-0,Hungarian Opening,A00,2000,2012,180+0,Time forfeit,128.0,3.0,0.0,1.0,White,0.580130529369108,0.5844815083393764,0.8634749699476192,0.8931056719859146,1.0,180.0,Correct,1491
Blitz,2024.08.01,coxorg,Gotodash,0-1,Accelerated London System,D00,1535,1585,180+0,Time forfeit,130.0,3.0,1.0,0.0,Black,0.411530094271211,0.4296591733139956,-0.3235920774612349,-0.1961489400356914,0.0,180.0,Correct,1492
Bullet,2024.08.01,Houcine144,Maldini8989,0-1,Tennison Gambit,A06,1931,1908,60+0,Normal,95.0,2.0,1.0,1.0,Black,0.5551124002900653,0.5467730239303843,0.6873295371063053,0.6278071247956405,0.0,60.0,Correct,1493
Bullet,2024.08.01,magnusMarques,Horrible_at_Chess,1-0,Valencian Variation,B01,1396,1300,60+0,Normal,86.0,4.0,0.0,0.0,White,0.3611312545322698,0.3263234227701233,-0.6784357755038816,-0.923168997239808,1.0,60.0,Correct,1494
Bullet,2024.08.01,Nmc11,awruk1225,1/2-1/2,Indian Defense,A45,2240,2253,120+1,Normal,115.0,1.0,3.0,0.0,Draw,0.6671501087744742,0.6718636693255983,1.476154736352189,1.5078840361479922,0.5,120.0,Correct,1495
Bullet,2024.08.01,ruhrohrraggy,MapleMMM,1/2-1/2,Accelerated London System,D00,1787,1813,60+0,Time forfeit,86.0,4.0,0.0,0.0,Draw,0.5029006526468456,0.5123277737490936,0.3197216772635634,0.3854671057276017,0.5,60.0,Correct,1496
Blitz,2024.08.01,ajuc00,Ever_green,1/2-1/2,Italian Variation,C50,1097,1053,300+3,Normal,97.0,4.0,0.0,0.0,Draw,0.2527193618564177,0.2367657722987672,-1.441732651149575,-1.553253046816709,0.5,300.0,Correct,1497
Blitz,2024.08.01,Papilampi,tacchinardi,0-1,Colle System,D04,1894,1971,300+0,Normal,102.0,2.0,1.0,0.0,Black,0.5416968817984046,0.5696156635242929,0.5928747397856008,0.7885168216512873,0.0,300.0,Correct,1498
Blitz,2024.08.01,ReginaDelgadoB,NataliaDB,1-0,KÃ¡das Opening,A00,706,456,300+3,Time forfeit,119.0,2.0,1.0,1.0,White,0.1109499637418419,0.0203045685279187,-2.43989010391702,-3.0761687455916475,1.0,300.0,Correct,1499
Blitz,2024.08.01,linaRiUS,DJMachine,1/2-1/2,RÃ©ti-Spielmann Attack,C00,2179,2268,180+0,Time forfeit,132.0,2.0,1.0,0.0,Draw,0.645032632342277,0.6773023930384336,1.3204319623910274,1.546148249685051,0.5,180.0,Correct,1500
Blitz,2024.08.01,Sevte,DRockExpert,1-0,Schmidt Variation,C45,1458,1432,300+0,Normal,98.0,4.0,0.0,0.0,White,0.3836113125453226,0.3741841914430747,-0.520160169182701,-0.5864439181136909,1.0,300.0,Correct,1501
Rapid,2024.08.01,alex9739,eliteMushroom,1-0,"Closed, Traditional",B23,1955,1936,900+10,Normal,79.0,3.0,0.0,0.0,White,0.5638143582306019,0.5569253081943437,0.7485975137467623,0.6992336567314835,1.0,900.0,Correct,1502
Blitz,2024.08.01,RickMGcxnl,prince_le07,0-1,Baltic Defense,D06,1475,1538,180+5,Normal,121.0,2.0,1.0,1.0,Black,0.3897751994198695,0.4126178390137781,-0.4767620190623773,-0.3160434757851422,0.0,180.0,Correct,1503
Blitz,2024.08.01,bw2000,ArtisticPlatinum,1-0,Marshall Counterattack,B40,2040,2005,180+0,Time forfeit,107.0,2.0,0.0,1.0,White,0.5946337926033357,0.5819434372733865,0.9655882643483809,0.8752490390019538,1.0,180.0,Correct,1504
Blitz,2024.08.01,Julianpeludo,Taleh77777,1-0,Reversed Krebs,A40,1706,1700,180+0,Time forfeit,125.0,2.0,1.0,1.0,White,0.4735315445975344,0.4713560551124003,0.1129422561020211,0.0972100304150923,1.0,180.0,Correct,1505
Bullet,2024.08.01,saboo89,Bollentitsche,0-1,Relfsson Gambit,C44,1679,1673,120+1,Normal,96.0,3.0,1.0,0.0,Black,0.4637418419144308,0.4615663524292965,0.0440157823815069,0.0283344460483866,0.0,120.0,Correct,1506
Bullet,2024.08.01,DionsbrotherTP,shreyan0711,0-1,HromÃ¡dka System,A56,2513,2583,60+0,Time forfeit,86.0,1.0,1.0,0.0,Black,0.7661348803480783,0.7915155910079767,2.173077970637387,2.349696733963285,0.0,60.0,Correct,1507
Bullet,2024.08.01,tusalaxis,malomajstor2,0-1,Kotov Variation,A42,2367,2379,60+0,Time forfeit,96.0,4.0,0.0,0.0,Black,0.7131979695431472,0.7175489485134156,1.800364446074607,1.8293034298592856,0.0,60.0,Correct,1508
Rapid,2024.08.01,sabermalk,Sauli78,0-1,Caro-Kann Defense,B10,1693,1716,900+0,Normal,129.0,3.0,1.0,0.0,Black,0.4688179840464104,0.4771573604060913,0.0797554354217735,0.1380251915212884,0.0,900.0,Correct,1509
Blitz,2024.08.01,Roarista1,RattiKing,1/2-1/2,Ross Gambit,A04,951,843,300+0,Normal,82.0,2.0,1.0,0.0,Draw,0.1997824510514866,0.1606236403190718,-1.814446175712355,-2.0889520363355314,0.5,300.0,Correct,1510
Blitz,2024.08.01,karel1979,tonybalony96,1-0,Exchange Variation,B13,1416,1456,300+0,Normal,97.0,2.0,0.0,0.0,White,0.3683828861493836,0.3828861493836113,-0.6273791283035008,-0.5252211764543968,1.0,300.0,Correct,1511
Blitz,2024.08.01,lstout456,emicoppa,0-1,Giuoco Piano,C50,1451,1504,300+0,Normal,125.0,3.0,0.0,1.0,Black,0.3810732414793328,0.4002900652646846,-0.5380299957028344,-0.4027756931358088,0.0,300.0,Correct,1512
Blitz,2024.08.01,ataca62,tierry_1,0-1,Horwitz Defense,A40,1753,1775,180+2,Normal,99.0,4.0,0.0,0.0,Black,0.490572878897752,0.4985496736765772,0.232925377022916,0.2885310981003862,0.0,180.0,Correct,1513
Blitz,2024.08.01,Hekuoss,Mark0021,1/2-1/2,Bird Opening,A02,1389,1374,180+2,Normal,95.0,3.0,0.0,0.0,Draw,0.3585931834662799,0.3531544597534445,-0.6963056020240149,-0.7343988771236514,0.5,180.0,Correct,1514
Blitz,2024.08.01,antomy,dwinters87,0-1,Giuoco Piano,C50,1614,1695,180+2,Normal,102.0,1.0,1.0,0.0,Black,0.4401740391588107,0.4695431472081218,-0.1219183210197306,0.0844552925694061,0.0,180.0,Correct,1515
Bullet,2024.08.01,Javelin98,DrunkenDwarfOSRS,1-0,Indian Defense,A45,1383,1310,120+1,Normal,113.0,2.0,0.0,1.0,White,0.3564176939811457,0.3299492385786802,-0.7116225961841292,-0.8976595215484354,1.0,120.0,Correct,1516
Bullet,2024.08.01,Maxik1977,reptest,1-0,Gubinsky-Melts Defense,B01,1921,1839,120+1,Normal,131.0,2.0,2.0,0.0,White,0.5514865844815083,0.5217548948513415,0.6618012135061149,0.4517917425251702,1.0,120.0,Correct,1517
Blitz,2024.08.01,Rami84,ghiat,1-0,Queen's Gambit Declined,D30,1972,1983,300+0,Time forfeit,120.0,4.0,0.0,0.0,White,0.5699782451051486,0.5739666424945613,0.791995663867086,0.8191281924809344,1.0,300.0,Correct,1518
Bullet,2024.08.01,JL202074,Witzboldig,0-1,Queen's Knight,C00,2090,2155,15+0,Time forfeit,101.0,3.0,0.0,1.0,Black,0.6127628716461204,0.6363306744017404,1.093229882349333,1.2578911743725414,0.0,15.0,Correct,1519
Blitz,2024.08.01,AjiBond,mazzo59,1-0,Keres Variation,B20,2156,1762,300+0,Normal,83.0,3.0,0.0,0.0,White,0.6366932559825961,0.4938361131254531,1.2617168181105896,0.2553687797016019,1.0,300.0,Correct,1520
Rapid,2024.08.01,tansanp,johrenhv,1-0,French Defense,C00,1318,1470,600+0,Normal,84.0,4.0,0.0,0.0,White,0.3328498912255258,0.387962291515591,-0.8775566995853669,-0.4895079104864753,1.0,600.0,Correct,1521
Bullet,2024.08.01,thengerevic,FranciscoMw,1-0,Krause Variation,D02,2424,2340,60+0,Time forfeit,81.0,3.0,0.0,0.0,White,0.7338651196519217,0.7034082668600435,1.9458758905956923,1.729816474662933,1.0,60.0,Correct,1522
Blitz,2024.08.01,ment-alist,Dad12,1-0,Wade-Tartakower Defense,A46,1532,1647,240+3,Normal,129.0,2.0,2.0,0.0,White,0.4104423495286439,0.4521392313270486,-0.331250574541292,-0.0379901907491819,1.0,240.0,Correct,1523
Bullet,2024.08.01,mohamedsapry,Cheszpl,1-0,Caro-Kann Defense,B10,2244,2216,60+0,Time forfeit,97.0,2.0,1.0,0.0,White,0.668600435097897,0.6584481508339376,1.4863660657922653,1.4134989760899137,1.0,60.0,Correct,1524
Bullet,2024.08.01,Brioni543,DragonKiller724,0-1,Sicilian Defense,B20,1896,1945,60+0,Time forfeit,94.0,4.0,0.0,0.0,Black,0.542422044960116,0.560188542422045,0.5979804045056389,0.7221921848537188,0.0,60.0,Correct,1525
Rapid,2024.08.01,santacruz14,manducam,0-1,Giuoco Piano,C50,1500,1492,600+0,Time forfeit,112.0,2.0,1.0,1.0,Black,0.3988397389412618,0.3959390862944162,-0.4129412100619014,-0.4333870639654558,0.0,600.0,Correct,1526
Blitz,2024.08.01,Mustafapolatkars,Kirill_Dmitrievich,0-1,"Closed, Traditional",B23,1733,2090,180+0,Normal,114.0,3.0,0.0,1.0,Black,0.4833212472806382,0.6127628716461204,0.1818687298225352,1.0920795823786202,0.0,180.0,Correct,1527
Blitz,2024.08.01,sametozfidan,DoctorAdmin,0-1,"Stanley Variation, Reversed Spanish",C26,1745,1282,180+0,Normal,77.0,2.0,2.0,0.0,Black,0.4876722262509064,0.3197969543147209,0.2125027181427637,-0.9690860534842785,0.0,180.0,Correct,1528
Blitz,2024.08.01,Igrar,ethan_donoso,1-0,Three Knights Game,C42,1065,1079,300+3,Normal,123.0,1.0,2.0,0.0,White,0.2411167512690355,0.2461928934010152,-1.5234232866701842,-1.4869284100191404,1.0,300.0,Correct,1529
Bullet,2024.08.01,candelabro23,iman112,1-0,Haxo Gambit,C44,1788,1839,60+0,Time forfeit,84.0,2.0,0.0,1.0,White,0.5032632342277013,0.5217548948513415,0.3222745096235824,0.4517917425251702,1.0,60.0,Correct,1530
Blitz,2024.08.01,Krishna808,Artan1976,0-1,Scandinavian Defense,B01,1554,1555,300+0,Time forfeit,122.0,2.0,1.0,0.0,Black,0.4184191443074692,0.4187817258883248,-0.2750882626208731,-0.272677367109809,0.0,300.0,Correct,1531
Rapid,2024.08.01,pntinh,socjopata99,1-0,Chigorin Defense,D07,2299,2226,600+0,Normal,115.0,3.0,0.0,0.0,White,0.6885424220449601,0.6620739666424945,1.6267718455933124,1.4390084517812862,1.0,600.0,Correct,1532
Rapid,2024.08.01,grobar711,jj5228,0-1,Scandinavian Defense,B01,1436,1454,600+0,Time forfeit,135.0,2.0,0.0,1.0,Black,0.3756345177664975,0.3821609862218998,-0.57632248110312,-0.5303230715926713,0.0,600.0,Correct,1533
Blitz,2024.08.01,NikolaKajtez,Iosif7771,1-0,Richter-Veresov Attack,D01,1441,1497,300+0,Time forfeit,111.0,1.0,2.0,0.0,White,0.3774474256707759,0.3977519941986946,-0.5635583193030248,-0.4206323261197695,1.0,300.0,Correct,1534
Blitz,2024.08.01,Rasta1071,markiohaze,1/2-1/2,Pirc Defense,B00,1475,1457,180+0,Time forfeit,106.0,3.0,0.0,0.0,Draw,0.3897751994198695,0.383248730964467,-0.4767620190623773,-0.5226702288852596,0.5,180.0,Correct,1535
Blitz,2024.08.01,Rolin11,dr_zeusx,1/2-1/2,"Giuoco Pianissimo, Lucchini Gambit",C50,1869,1857,180+0,Time forfeit,91.0,4.0,0.0,0.0,Draw,0.5326323422770123,0.528281363306744,0.5290539307851247,0.4977087987696407,0.5,180.0,Correct,1536
Bullet,2024.08.01,rondonmoves,jucAx,0-1,"Rubinstein Variation, Blackburne Defense",C10,2347,2404,60+0,Normal,121.0,4.0,0.0,0.0,Black,0.7059463379260333,0.7266134880348079,1.7493077988742265,1.893077119087717,0.0,60.0,Correct,1537
Bullet,2024.08.01,Murat7074,GrandPatzer007,0-1,Marshall Counterattack,B40,2236,2298,60+0,Time forfeit,96.0,2.0,1.0,0.0,Black,0.6656997824510514,0.6881798404641044,1.465943406912113,1.6226766767591685,0.0,60.0,Correct,1538
Bullet,2024.08.01,modricRM,JimmyMow,1-0,Saragossa Opening,A00,2584,2467,60+0,Time forfeit,127.0,2.0,1.0,1.0,White,0.7918781725888325,0.7494561276287165,2.354329068198739,2.053786815943364,1.0,60.0,Correct,1539
Blitz,2024.08.01,foufana,hokum78,0-1,Exchange Variation,B13,1961,1967,180+2,Normal,94.0,3.0,1.0,0.0,Black,0.565989847715736,0.5681653372008701,0.7639145079068765,0.7783130313747384,0.0,180.0,Correct,1540
Blitz,2024.08.01,Nicolas311819514,Egon2011,0-1,Old Sicilian,B30,1499,1480,180+2,Normal,102.0,2.0,2.0,0.0,Black,0.3984771573604061,0.3915881073241479,-0.4154940424219204,-0.4639984347951028,0.0,180.0,Correct,1541
Bullet,2024.08.01,Deuce2Deuce2,Agustin_Lamique,1-0,"Kennedy Variation, Paulsen Attack",B00,2335,2427,30+0,Normal,103.0,3.0,1.0,0.0,White,0.7015953589557651,0.7349528643944888,1.7186738105539978,1.9517489131778736,1.0,30.0,Correct,1542
Bullet,2024.08.01,theNextOne10,anaswagih3,1/2-1/2,Mieses Opening,A00,1686,1703,60+0,Time forfeit,110.0,3.0,0.0,0.0,Draw,0.4662799129804206,0.4724437998549673,0.0618856089016402,0.1048628731225041,0.5,60.0,Correct,1543
Bullet,2024.08.01,Evgenyrocknroll,hakankndrci,1-0,Franco-Nimzowitsch Variation,B00,1253,1323,120+1,Normal,115.0,4.0,0.0,0.0,White,0.3092820884699058,0.3346627991298042,-1.0434908029866046,-0.8644972031496512,1.0,120.0,Correct,1544
Rapid,2024.08.01,danaugustoa,KoshejGorynych,1-0,Colle System,D04,1812,1701,720+4,Normal,133.0,3.0,1.0,0.0,White,0.5119651921682379,0.471718636693256,0.3835424862640395,0.0997609779842296,1.0,720.0,Correct,1545
Blitz,2024.08.01,SEM_RUMO,miki5799,1-0,Caro-Kann Defense,B10,1612,1172,300+0,Time forfeit,70.0,4.0,0.0,0.0,White,0.4394488759970993,0.2799129804205946,-0.1270239857397687,-1.2496902860893762,1.0,300.0,Correct,1546
Bullet,2024.08.01,petete6969,DavidMantilla14,1-0,Alapin Variation,B22,1893,1840,120+1,Normal,108.0,3.0,1.0,0.0,White,0.5413343002175489,0.5221174764321972,0.5903219074255818,0.4543426900943075,1.0,120.0,Correct,1547
Bullet,2024.08.01,Chess_Ronaldo,zutphania98,1-0,"Advance Variation, Botvinnik-Carls Defense",B12,2245,2321,60+0,Time forfeit,85.0,4.0,0.0,0.0,White,0.6689630166787527,0.6965192168237854,1.4889188981522845,1.6813484708493251,1.0,60.0,Correct,1548
Bullet,2024.08.01,Thomas_rain,jeanbonbledon,1-0,Indian Defense,A45,1392,1414,60+0,Time forfeit,89.0,3.0,1.0,0.0,White,0.359680928208847,0.3676577229876722,-0.6886471049439578,-0.6323609743581614,1.0,60.0,Correct,1549
Blitz,2024.08.01,kiti_alba80,Josito62,1-0,Queen's Pawn Game,D00,1406,1422,300+0,Normal,119.0,4.0,0.0,0.0,White,0.3647570703408267,0.3705583756345177,-0.6529074519036913,-0.6119533938050633,1.0,300.0,Correct,1550
Blitz,2024.08.01,samuelquez,Igarciap,0-1,King's Indian Defense,E61,1359,1335,300+0,Time forfeit,95.0,2.0,0.0,0.0,Black,0.3477157360406091,0.3390137781000725,-0.7728905728245862,-0.8338858323200041,0.0,300.0,Correct,1551
Blitz,2024.08.01,Mkhari-20,Tintin88,1/2-1/2,Main Line,B01,1915,1913,180+0,Normal,99.0,2.0,2.0,0.0,Draw,0.5493110949963742,0.5485859318346628,0.6464842193460006,0.6405618626413268,0.5,180.0,Correct,1552
Blitz,2024.08.01,ms000001,Stardustbowie,1-0,Vienna Game,C25,1491,1560,300+3,Normal,75.0,2.0,2.0,0.0,White,0.3955765047135605,0.4205946337926033,-0.4359167013020727,-0.2599226292641227,1.0,300.0,Correct,1553
Blitz,2024.08.01,ChessKK888,chsi_27,1-0,MarÃ³czy Defense,B07,1058,1125,180+0,Time forfeit,84.0,2.0,2.0,0.0,White,0.2385786802030457,0.262871646120377,-1.5412931131903176,-1.369584821838827,1.0,180.0,Correct,1554
Blitz,2024.08.01,Magnuscacarlsen,rish_d85,0-1,Three Knights Opening,C46,1454,1447,180+2,Time forfeit,124.0,2.0,2.0,0.0,Black,0.3821609862218998,0.37962291515591,-0.5303714986227772,-0.5481797045766321,0.0,180.0,Correct,1555
Blitz,2024.08.01,diletantspb,hosseihamidavi,0-1,Marshall Variation,B01,1920,1973,300+0,Time forfeit,106.0,3.0,0.0,0.0,Black,0.5511240029006527,0.5703408266860044,0.6592483811460959,0.7936187167895619,0.0,300.0,Correct,1556
Blitz,2024.08.01,ericpg14,sergiogh91,1-0,Chigorin Variation,D00,856,875,300+0,Normal,78.0,3.0,1.0,0.0,White,0.1653372008701958,0.1722262509064539,-2.056965249914164,-2.0073217141231394,1.0,300.0,Correct,1557
Bullet,2024.08.01,Lapagol-xd,waittowin,0-1,Sicilian Defense,B20,1951,2052,30+0,Time forfeit,83.0,4.0,0.0,0.0,Black,0.5623640319071791,0.5989847715736041,0.7383861843066861,0.9951435747514048,0.0,30.0,Correct,1558
Blitz,2024.08.01,masquerade82,Martin1903,0-1,McConnell Defense,C40,1769,1813,180+0,Time forfeit,121.0,4.0,0.0,0.0,Black,0.4963741841914431,0.5123277737490936,0.2737706947832207,0.3854671057276017,0.0,180.0,Correct,1559
Bullet,2024.08.01,JaggyE,Drei14159,0-1,Four Knights Game,C47,1656,1631,120+1,Normal,108.0,3.0,1.0,0.0,Black,0.4554024655547498,0.4463379260333575,-0.0146993618989309,-0.0788053518553779,0.0,120.0,Correct,1560
Bullet,2024.08.01,Bora-be,RepentWalpurgis,1/2-1/2,Marshall Defense,D06,2005,1918,60+0,Time forfeit,84.0,3.0,1.0,0.0,Draw,0.5819434372733865,0.5503988397389412,0.8762391317477144,0.653316600487013,0.5,60.0,Correct,1561
Rapid,2024.08.01,Mrwillllll,adrianaguero48,0-1,Mikenas Variation,B00,1162,1117,600+0,Normal,82.0,2.0,1.0,1.0,Black,0.2762871646120377,0.2599709934735316,-1.2757985477483371,-1.3899924023919248,0.0,600.0,Correct,1562
Blitz,2024.08.01,Imanozi,Be_delgordo,1/2-1/2,Knight Variation,C00,1178,1156,300+3,Normal,112.0,2.0,0.0,1.0,Draw,0.2820884699057288,0.2741116751269036,-1.2349532299880326,-1.290505447195572,0.5,300.0,Correct,1563
Blitz,2024.08.01,TykoBraghas,guilhermefb,1-0,Breyer Variation,B10,1613,1659,180+0,Normal,82.0,4.0,0.0,0.0,White,0.439811457577955,0.4564902102973168,-0.1244711533797497,-0.0073788199195349,1.0,180.0,Correct,1564
Blitz,2024.08.01,Winnie-Pooh-D,erikitacr,0-1,Mieses-Kotroc Variation,B01,1521,1411,180+0,Normal,118.0,4.0,0.0,0.0,Black,0.4064539521392313,0.3665699782451052,-0.3593317305015014,-0.6400138170655731,0.0,180.0,Correct,1565
Rapid,2024.08.01,MoonLight2007,abdallah6011,0-1,Marshall Counterattack,B40,1795,1760,600+0,Normal,101.0,3.0,0.0,0.0,Black,0.505801305293691,0.4931109499637418,0.3401443361437157,0.2502668845633274,0.0,600.0,Correct,1566
Bullet,2024.08.01,generalc,kkant5,0-1,Modern Attack,C43,1954,1913,60+0,Time forfeit,91.0,4.0,0.0,0.0,Black,0.5634517766497462,0.5485859318346628,0.7460446813867433,0.6405618626413268,0.0,60.0,Correct,1567
Blitz,2024.08.01,Myskostroj,H0pelesz,0-1,Mieses-Kotroc Variation,B01,1082,1071,300+0,Normal,86.0,2.0,2.0,0.0,Black,0.2472806381435823,0.2432922407541697,-1.4800251365498605,-1.5073359905722383,0.0,300.0,Correct,1568
Blitz,2024.08.01,Dnazelina34,setiansyah_rudi86,0-1,Queen's Pawn Game,D00,1627,1634,300+0,Time forfeit,109.0,4.0,0.0,0.0,Black,0.4448875997099347,0.4474256707759245,-0.0887315003394831,-0.0711525091479661,0.0,300.0,Correct,1569
Blitz,2024.08.01,Kyradex,Bakyt397,1-0,Colle System,D04,1607,1606,300+0,Normal,114.0,3.0,1.0,0.0,White,0.4376359680928209,0.4372733865119652,-0.1397881475398639,-0.1425790410838092,1.0,300.0,Correct,1570
Blitz,2024.08.01,Killer_666999,articblasco,1-0,Center Game,C20,1063,1049,300+0,Normal,87.0,3.0,1.0,0.0,White,0.2403915881073241,0.2353154459753444,-1.5285289513902225,-1.563456837093258,1.0,300.0,Correct,1571
Blitz,2024.08.01,vovawest,ChessAdmiral1,1/2-1/2,Modern Defense,B06,1908,1786,180+0,Normal,110.0,2.0,0.0,1.0,Draw,0.5467730239303843,0.5025380710659898,0.6286143928258674,0.3165915213608959,0.5,180.0,Correct,1572
Bullet,2024.08.01,LuisAugustoUlia,nc212,1-0,"Taimanov Variation, Bastrikov Variation",B49,1828,1850,120+1,Normal,125.0,3.0,1.0,0.0,White,0.5177664974619289,0.5257432922407541,0.4243878040243441,0.47985216578568,1.0,120.0,Correct,1573
Blitz,2024.08.01,D3mran,jetjoejorge,0-1,Owen Defense,B00,1583,1563,180+2,Normal,83.0,2.0,2.0,0.0,Black,0.4289340101522843,0.4216823785351704,-0.2010561241803209,-0.252269786556711,0.0,180.0,Correct,1574
Blitz,2024.08.01,MTINAJERO,Juandom,0-1,"Two Knights Attack, Mindeno Variation, Exchange Line",B11,1841,1828,180+2,Normal,133.0,2.0,0.0,0.0,Black,0.522480058013053,0.5177664974619289,0.4575746247045916,0.4237313192646604,0.0,180.0,Correct,1575
Rapid,2024.08.01,Amphibia-BG,AlexisAloskofis,1/2-1/2,Queen's Pawn Game,D00,1436,1466,600+0,Time forfeit,120.0,2.0,2.0,0.0,Draw,0.3756345177664975,0.3865119651921682,-0.57632248110312,-0.4997117007630243,0.5,600.0,Correct,1576
Rapid,2024.08.01,danjelli,JollyGreenJesus,0-1,Queen's Knight,C00,870,924,600+0,Time forfeit,100.0,3.0,0.0,1.0,Black,0.1704133430021755,0.1899927483683829,-2.021225596873897,-1.8823252832354145,0.0,600.0,Correct,1577
Blitz,2024.08.01,BOTP10,MrKay1234,0-1,Reversed French,A40,1231,1285,300+3,Normal,100.0,2.0,0.0,0.0,Black,0.3013052936910805,0.3208846990572879,-1.0996531149070234,-0.9614332107768668,0.0,300.0,Correct,1578
Blitz,2024.08.01,DalaiLema,Ensaladadekomatsuna,1-0,Philidor Defense,C41,1052,1056,300+3,Normal,99.0,4.0,0.0,0.0,White,0.2364031907179115,0.2378535170413343,-1.5566101073504317,-1.545600204109297,1.0,300.0,Correct,1579
Bullet,2024.08.01,Leandrocf1,jacquesclousseau,0-1,"Spanish Variation, Rubinstein Variation Accepted",C48,1822,1815,60+0,Normal,74.0,3.0,1.0,0.0,Black,0.5155910079767948,0.5130529369108049,0.4090708098642298,0.3905690008658762,0.0,60.0,Correct,1580
Blitz,2024.08.01,Stigney,Zapisor,1/2-1/2,Old Variation,D20,1222,1119,300+3,Normal,128.0,3.0,0.0,0.0,Draw,0.2980420594633792,0.2606961566352429,-1.1226286061471948,-1.3848905072536504,0.5,300.0,Correct,1581
Rapid,2024.08.01,jaimevargaspaysen,Adel0990,0-1,Scotch Game,C45,1829,1850,600+0,Normal,94.0,1.0,1.0,0.0,Black,0.5181290790427846,0.5257432922407541,0.4269406363843631,0.47985216578568,0.0,600.0,Correct,1582
Blitz,2024.08.01,mcaballero98,carmen_gomez_UVG,1-0,Beyer Gambit,C20,790,781,300+3,Normal,93.0,1.0,2.0,1.0,White,0.1414068165337201,0.1381435823060189,-2.2254521856754206,-2.247110785622041,1.0,300.0,Correct,1583
Blitz,2024.08.01,Gui11ote,Kgwana,1-0,Bishop's Opening,C23,1716,1717,300+0,Time forfeit,98.0,3.0,0.0,0.0,White,0.4771573604060913,0.477519941986947,0.1384705797022115,0.1405761390904256,1.0,300.0,Correct,1584
Bullet,2024.08.01,ceudinov,Ricardo092,0-1,Old Benoni,A43,2243,2260,60+0,Time forfeit,103.0,3.0,0.0,0.0,Black,0.6682378535170413,0.6744017403915881,1.483813233432246,1.5257406691319528,0.0,60.0,Correct,1585
Bullet,2024.08.01,spensa20033,Regis_Chess,1/2-1/2,Zukertort Opening,A05,1807,1815,60+0,Time forfeit,95.0,3.0,0.0,1.0,Draw,0.5101522842639594,0.5130529369108049,0.3707783244639442,0.3905690008658762,0.5,60.0,Correct,1586
Bullet,2024.08.01,Gochess5,blueberry_pancakes,0-1,"Tarrasch Variation, Open System, SÃ¼chting Line",C07,2485,2583,60+0,Normal,100.0,3.0,0.0,1.0,Black,0.7559825960841189,0.7915155910079767,2.101598664556854,2.349696733963285,0.0,60.0,Correct,1587
Blitz,2024.08.01,nnn9999,Chancess,1-0,Alekhine Defense,B03,1218,1150,300+3,Normal,119.0,2.0,2.0,0.0,White,0.2965917331399564,0.2719361856417694,-1.132839935587271,-1.3058111326103956,1.0,300.0,Correct,1588
Rapid,2024.08.01,zehcliv,Mr-Grey96,1-0,Queen's Pawn Game,D00,1841,1554,600+0,Normal,94.0,3.0,1.0,0.0,White,0.522480058013053,0.4184191443074692,0.4575746247045916,-0.2752283146789462,1.0,600.0,Correct,1589
